,,,,,,maxerr,err050,err075,err200,err_train,err_val,regparams,objval,time,gurobifail
SCP,DMA1,DW,nongrouped,set001,13,5.429551824962061,63.704243307230016,74.12128938262612,98.37916590784921,5.488995723532409,5.032049288828346,0.001,33.06547006832457,182.5396220040032,False
SCP,DMA1,DW,nongrouped,set001,14,7.865941328932237,46.985977053360045,55.96430522673466,85.55818612274632,21.776014449581602,19.315444061961326,0.01,247.26264153800133,81.6102283030811,False
SCP,DMA1,DW,nongrouped,set001,15,12.97351223359297,43.1069022036059,47.805499908941904,62.28373702422145,108.92167471268306,98.99267240097961,0.1,2011.3113884448512,40.004373599302006,False
SCP,DMA1,DW,grouped,set001,0,4.950178892643862,73.72063376434164,87.87106173738846,98.92551447823712,2.470384057991868,3.206111945566896,0.0,2.470384057991868,28.733769866388382,False
SCP,DMA1,DW,grouped,set001,1,4.950178890535952,73.72063376434164,87.87106173738846,98.92551447823712,2.470384060860877,3.2061119524851063,1e-15,2.4703840608634655,28.17469077720562,False
SCP,DMA1,DW,grouped,set001,2,4.950178891633897,73.72063376434164,87.87106173738846,98.92551447823712,2.4703840612473904,3.2061119524575497,1e-14,2.470384061273275,27.732306297367117,False
SCP,DMA1,DW,grouped,set001,3,18.73769745553315,33.18156984155892,35.16663631396831,45.98433800764888,244.43253484245764,222.9421522674915,1e-13,,,True
SCP,DMA1,DW,grouped,set001,4,18.73769745553315,33.18156984155892,35.16663631396831,45.98433800764888,244.43253484245764,222.9421522674915,1e-12,,,True
SCP,DMA1,DW,grouped,set001,5,18.73769745553315,33.18156984155892,35.16663631396831,45.98433800764888,244.43253484245764,222.9421522674915,1.0000000000000001e-11,,,True
SCP,DMA1,DW,grouped,set001,6,18.73769745553315,33.18156984155892,35.16663631396831,45.98433800764888,244.43253484245764,222.9421522674915,1e-10,,,True
SCP,DMA1,DW,grouped,set001,7,18.73769745553315,33.18156984155892,35.16663631396831,45.98433800764888,244.43253484245764,222.9421522674915,1e-09,,,True
SCP,DMA1,DW,grouped,set001,8,4.950209023916059,73.72063376434164,87.87106173738846,98.92551447823712,2.4703821228215803,3.2061074395762996,1e-08,2.470408019220692,29.72134749285751,False
SCP,DMA1,DW,grouped,set001,9,4.950086712560051,73.70242214532871,87.87106173738846,98.92551447823712,2.4703895020088074,3.20628333097569,1e-07,2.470647920133974,27.355246095153372,False
SCP,DMA1,DW,grouped,set001,10,4.94927718871557,73.7570570023675,87.85285011837553,98.94372609725005,2.4704557200168313,3.207805215331378,1e-06,2.4730026493748984,27.99668708192907,False
SCP,DMA1,DW,grouped,set001,11,4.942996427259345,73.31997814605718,87.8346384993626,98.88909124021126,2.472214171950706,3.2211413129712505,9.999999999999999e-06,2.494891044974171,27.93004208509401,False
SCP,DMA1,DW,grouped,set001,12,4.935543154241003,71.58987433982881,87.90748497541432,98.92551447823712,2.4917916592836957,3.275778278151794,0.0001,2.6640959888547413,27.87552606367509,False
SCP,DMA1,DW,grouped,set001,13,4.9995130239443455,70.87962119832453,87.16080859588418,98.59770533600437,2.587565158648687,3.52963503692231,0.001,4.078856175705581,52.29630087420663,False
SCP,DMA1,DW,grouped,set001,14,5.5136338489492545,56.783828082316525,70.1329448187944,94.77326534328901,6.189451074650907,7.8624290004004065,0.01,13.592537089843795,31.005478333019692,False
SCP,DMA1,DW,grouped,set001,15,7.38356933401235,59.38808960116554,66.32671644509198,88.65416135494445,20.98730827502075,21.529453675996074,0.1,40.163942236202715,20.213797409884865,False
SCP,DMA1,HW,nongrouped,set001,0,5.238613567051928,73.7570570023675,87.90748497541432,99.12584228737936,2.2670281232159946,3.1355495143956675,0.0,2.2670281232159946,38.23116093271517,False
SCP,DMA1,HW,nongrouped,set001,1,5.258202810686157,74.33982881078128,88.12602440356947,98.99836095428883,2.2493801892254273,3.085057256236153,1e-15,2.2493802297374534,44.02790703642243,False
SCP,DMA1,HW,nongrouped,set001,2,5.2329478947650045,74.3580404297942,88.12602440356947,99.03478419231469,2.263171021302094,3.080792396906924,1e-14,2.2631714415988244,41.46891091988435,False
SCP,DMA1,HW,nongrouped,set001,3,16.714627379269928,34.38353669641231,36.69641231105445,51.17464942633399,178.47087221957207,163.18799528669237,1e-13,178.47087988905207,14.358259199698903,True
SCP,DMA1,HW,nongrouped,set001,4,4.786466677452154,66.36313968311784,84.08304498269896,98.72518666909488,2.614994894530018,3.848659414991093,1e-12,,,True
SCP,DMA1,HW,nongrouped,set001,5,5.237677718156476,73.629575669277,87.90748497541432,98.9801493352759,2.2640528221368696,3.1720488952360024,1.0000000000000001e-11,2.264443801731988,73.3269528510085,True
SCP,DMA1,HW,nongrouped,set001,6,5.257845717307205,74.39446366782006,88.21708249863413,98.99836095428883,2.245544686754012,3.0793504537944054,1e-10,2.2491933176737313,79.68407523993636,True
SCP,DMA1,HW,nongrouped,set001,7,5.146638235926687,73.4474594791477,87.76179202331087,99.05299581132763,2.2720571405537813,3.1132499900607584,1e-09,2.3089665899582776,57.14380912870169,False
SCP,DMA1,HW,nongrouped,set001,8,5.108233412009994,72.70078309961757,87.65252230923329,99.12584228737936,2.2850620511429245,3.1577127387201633,1e-08,2.606415971903202,64.68124775460626,False
SCP,DMA1,HW,nongrouped,set001,9,5.260687100023674,75.08650519031141,88.27171735567292,98.99836095428883,2.2513721557237165,3.0639002259864108,1e-07,4.791632258947585,198.3561429695653,False
SCP,DMA1,HW,nongrouped,set001,10,4.963321298425498,74.83154252413038,87.39755964305228,99.0894190493535,2.3861325524068717,3.1013735509996234,1e-06,26.60103538584233,231.3358937950148,False
SCP,DMA1,HW,nongrouped,set001,11,4.631602659256075,66.74558368238937,81.89765070114733,99.18047714441813,3.6720842763075736,3.8230101528296516,9.999999999999999e-06,241.0082116711819,195.9849100987118,False
SCP,DMA1,HW,nongrouped,set001,12,5.910916285553284,44.27244582043344,56.310325987980335,82.0615552722637,20.381066123472394,18.22971792762908,0.0001,2339.55137143406,177.97745154226473,False
SCP,DMA1,HW,nongrouped,set001,13,16.324396009370318,14.205062830085593,20.37880167546895,39.628482972136226,303.9264961713749,276.0020728019178,0.001,22687.91777361999,164.66317725351993,False
SCP,DMA1,HW,nongrouped,set001,14,57.42909953551312,9.925332362046985,11.090875978874521,20.579129484611183,4166.760640336547,3781.3019568787086,0.01,220423.37449044953,64.52016534651771,False
SCP,DMA1,HW,nongrouped,set001,15,124.26078221359403,4.989983609542889,7.885631032598798,12.42032416681843,16790.166673718482,15368.465424766395,0.1,2136137.7435094523,77.21192368227464,False
SCP,DMA1,HW,grouped,set001,0,5.073064172102249,67.7836459661264,85.08468402841012,98.77982152613367,2.5340401602989204,3.5178737126415,0.0,2.5340401602989204,38.76300189896156,False
SCP,DMA1,HW,grouped,set001,1,5.073063998003192,67.7836459661264,85.08468402841012,98.77982152613367,2.534040176249877,3.5178740281754983,1e-15,2.534040176850237,38.0717217251467,False
SCP,DMA1,HW,grouped,set001,2,5.073064460396594,67.7836459661264,85.08468402841012,98.77982152613367,2.534040135935415,3.5178731913636327,1e-14,2.5340401419390197,38.91429182420064,False
SCP,DMA1,HW,grouped,set001,3,16.714627379269928,34.38353669641231,36.69641231105445,51.17464942633399,178.47087221957207,163.18799528669237,1e-13,,,True
SCP,DMA1,HW,grouped,set001,4,5.073039869783386,67.7836459661264,85.08468402841012,98.77982152613367,2.5340421055302254,3.517906299164334,1e-12,2.5340427059067876,40.31102766325082,False
SCP,DMA1,HW,grouped,set001,5,5.0730617859125005,67.7836459661264,85.08468402841012,98.77982152613367,2.5340403978744668,3.5178782124417505,1.0000000000000001e-11,2.5340464016337574,37.9818687663593,False
SCP,DMA1,HW,grouped,set001,6,5.073064215749568,67.7836459661264,85.08468402841012,98.77982152613367,2.5340402357509064,3.5178731820774938,1e-10,2.534100275806977,38.02492900278857,False
SCP,DMA1,HW,grouped,set001,7,5.0728401339225115,67.76543434711346,85.08468402841012,98.77982152613367,2.533965159968354,3.5181373252070243,1e-09,2.534530942992207,38.43992010675243,False
SCP,DMA1,HW,grouped,set001,8,5.070253737455246,67.69258787106173,85.08468402841012,98.7980331451466,2.5330270732678404,3.5198561209317285,1e-08,2.538037749775567,37.98658623167331,False
SCP,DMA1,HW,grouped,set001,9,5.038673896311863,67.01875796758333,84.6476051720998,98.83445638317247,2.542788364293887,3.5583369242143226,1e-07,2.5891932376492837,33.737948864900005,False
SCP,DMA1,HW,grouped,set001,10,4.9762466530061715,66.29029320706611,84.30158441085412,98.83445638317247,2.5734402435407384,3.6034702964570213,1e-06,2.993144580907982,24.20963166988863,False
SCP,DMA1,HW,grouped,set001,11,4.959739807660142,68.36641777454015,86.3959205973411,98.68876343106902,2.661620226469954,3.5811039718176882,9.999999999999999e-06,6.587369334768702,79.25366448257574,False
SCP,DMA1,HW,grouped,set001,12,4.625877786558604,61.68275359679476,74.21234747769077,98.65234019304316,4.282948823091874,4.512710044929373,0.0001,37.014626113075735,85.31210630763178,False
SCP,DMA1,HW,grouped,set001,13,6.3164717743182734,52.176288472045165,63.831724640320516,96.83117829175015,9.490940455301619,8.222443107732666,0.001,316.97003204088116,80.41618779190118,False
SCP,DMA1,HW,grouped,set001,14,14.108115617953459,18.10234929885267,26.060826807503183,45.58368238936442,107.27248273133007,95.5973985316139,0.01,2913.4796122833477,78.2865708346877,False
SCP,DMA1,HW,grouped,set001,15,34.06080316013558,8.814423602258241,13.440174831542523,28.592241850300493,1174.360439946671,1066.3936948664957,0.1,26126.49153857502,76.53286358270748,False
SCP,DMA2,DW,nongrouped,set001,0,3.407729936761882,86.639753940792,94.50211457131871,99.61553248750481,0.9883866194871435,1.3846544514003305,0.0,0.9883866194871435,86.36369305253794,False
SCP,DMA2,DW,nongrouped,set001,1,3.4114957250748716,86.9281045751634,95.00192233756248,99.61553248750481,0.9724476905114521,1.3368676250087805,1e-15,0.9724476906616502,128.01191341761756,False
SCP,DMA2,DW,nongrouped,set001,2,3.4133496967127854,86.90888119953864,94.94425221068819,99.61553248750481,0.9754174731208602,1.349714264349866,1e-14,0.9754174744319388,92.96347621165722,False
SCP,DMA2,DW,nongrouped,set001,3,5.380893020991962,36.00538254517494,41.65705497885428,69.66551326412919,25.541637629789523,30.433793810399457,1e-13,,,True
SCP,DMA2,DW,nongrouped,set001,4,3.4122512321971925,86.81276432141483,94.98269896193771,99.61553248750481,0.9759733733316205,1.3463382663927042,1e-12,,,False
SCP,DMA2,DW,nongrouped,set001,5,3.4108860963093406,86.7358708189158,94.94425221068819,99.61553248750481,0.975995426131716,1.347919352910852,1.0000000000000001e-11,0.9759962648037551,139.34662592168067,False
SCP,DMA2,DW,nongrouped,set001,6,3.413277885446689,86.87043444828913,94.98269896193771,99.61553248750481,0.9757432883907282,1.3456748422701656,1e-10,0.9757520094708683,87.92442517920381,False
SCP,DMA2,DW,nongrouped,set001,7,3.4115605951528067,86.85121107266436,94.94425221068819,99.61553248750481,0.975621074401126,1.3486214917366288,1e-09,0.9757147725009901,102.08313431303783,False
SCP,DMA2,DW,nongrouped,set001,8,3.411117398638055,86.87043444828913,94.98269896193771,99.61553248750481,0.9727784850108917,1.3377657818161202,1e-08,0.9735932529383502,129.51790070655056,False
SCP,DMA2,DW,nongrouped,set001,9,3.4123699462727473,86.88965782391388,95.05959246443676,99.61553248750481,0.9751658181322004,1.340115655249806,1e-07,0.9788392785405224,116.40671436880913,False
SCP,DMA2,DW,nongrouped,set001,10,3.4122254511936916,86.69742406766629,95.00192233756248,99.61553248750481,0.9808904940465054,1.3507917402455514,1e-06,0.9988163824169825,114.84261115768224,False
SCP,DMA2,DW,nongrouped,set001,11,3.4094746656828363,86.50519031141869,94.98269896193771,99.61553248750481,0.9911805565936397,1.3607702958181949,9.999999999999999e-06,1.1222439728441909,150.2323807161309,False
SCP,DMA2,DW,nongrouped,set001,12,3.37477143674667,85.31334102268359,94.25221068819684,99.67320261437908,1.0368879270916613,1.4390936796226947,0.0001,2.1940556450864594,115.48843301455871,False
SCP,DMA2,DW,nongrouped,set001,13,3.3395923049253184,76.93194925028835,87.37024221453287,99.61553248750481,1.64522307231299,2.450474099495237,0.001,11.771300193823102,52.723138675517085,False
SCP,DMA2,DW,nongrouped,set001,14,4.007425427582504,52.210688196847364,61.16878123798539,90.67666282199154,7.87871624312356,10.559013076586105,0.01,91.64563535452889,80.16804270097343,False
SCP,DMA2,DW,nongrouped,set001,15,6.560042745540883,37.56247597078047,42.98346789696271,66.85890042291427,33.081519622732245,40.23983804377961,0.1,760.7682560334588,72.06800207003917,False
SCP,DMA2,DW,grouped,set001,0,3.380459121413949,85.56324490580546,94.86735870818916,99.63475586312957,1.020941070733133,1.3911175328668637,0.0,1.020941070733133,66.63671838913315,False
SCP,DMA2,DW,grouped,set001,1,3.380488999595755,85.56324490580546,94.86735870818916,99.63475586312957,1.020930741184954,1.3911340900420086,1e-15,1.0209307411863162,60.314668194960056,False
SCP,DMA2,DW,grouped,set001,2,3.3805697312777454,85.56324490580546,94.86735870818916,99.63475586312957,1.0209470928385191,1.3913559262374633,1e-14,1.0209470928521511,58.950967871623355,False
SCP,DMA2,DW,grouped,set001,3,8.645878511491745,29.354094579008073,34.159938485198,52.479815455594,69.89100321408812,82.06916321112423,1e-13,,,True
SCP,DMA2,DW,grouped,set001,4,8.645878511491745,29.354094579008073,34.159938485198,52.479815455594,69.89100321408812,82.06916321112423,1e-12,,,True
SCP,DMA2,DW,grouped,set001,5,3.3844336341612262,85.46712802768167,94.7520184544406,99.63475586312957,1.0230682903497998,1.399740745468229,1.0000000000000001e-11,1.0230683030348944,71.92576942158658,True
SCP,DMA2,DW,grouped,set001,6,3.380576699671451,85.56324490580546,94.86735870818916,99.63475586312957,1.0209513485078263,1.3913782150978258,1e-10,1.0209514847165082,66.64285066634733,False
SCP,DMA2,DW,grouped,set001,7,3.380790237440351,85.56324490580546,94.86735870818916,99.63475586312957,1.0209538443013209,1.3914247569533638,1e-09,1.0209552059991585,59.83332805844012,False
SCP,DMA2,DW,grouped,set001,8,3.38056440337634,85.56324490580546,94.86735870818916,99.63475586312957,1.0209474576902091,1.3913921629596187,1e-08,1.0209610623705758,59.03788642156947,False
SCP,DMA2,DW,grouped,set001,9,3.3821582364278413,85.58246828143022,94.92502883506344,99.63475586312957,1.0210890009528766,1.3887294595703257,1e-07,1.0212029042265656,58.89101286503687,False
SCP,DMA2,DW,grouped,set001,10,3.3796772937778172,85.5440215301807,94.8481353325644,99.63475586312957,1.0207593975980453,1.3908924940274014,1e-06,1.021876188165653,60.64399816946949,False
SCP,DMA2,DW,grouped,set001,11,3.3770765409722827,85.52479815455594,94.88658208381392,99.63475586312957,1.0217765641286318,1.3902488346368533,9.999999999999999e-06,1.0300860925796,59.07873676286931,False
SCP,DMA2,DW,grouped,set001,12,3.366033204944415,85.56324490580546,94.88658208381392,99.63475586312957,1.0288997032129328,1.3951334132809827,0.0001,1.0904208865289864,58.940710057653156,False
SCP,DMA2,DW,grouped,set001,13,3.265655392746595,83.56401384083046,93.6562860438293,99.73087274125336,1.1213959043325787,1.5030970840192261,0.001,1.5008505522065034,33.707665988058785,False
SCP,DMA2,DW,grouped,set001,14,2.836432582209625,77.06651287966166,88.42752787389465,99.78854286812764,1.6452416236535332,2.12054186279346,0.01,4.097370924021232,29.213037397567277,False
SCP,DMA2,DW,grouped,set001,15,3.6036670281022936,48.308342945021145,57.8239138792772,92.36831987697039,7.845261756511501,9.889775804229192,0.1,16.533086357340913,24.667690281080525,False
SCP,DMA2,HW,nongrouped,set001,0,3.507711578464253,80.50749711649365,94.69434832756633,99.59630911188005,1.260685574352304,1.6516971001826792,0.0,1.260685574352304,80.01000975142422,False
SCP,DMA2,HW,nongrouped,set001,1,3.499678924040552,79.41176470588235,94.48289119569397,99.59630911188005,1.3205275579298554,1.6933645308330258,1e-15,1.320527626313198,45.96491711289412,False
SCP,DMA2,HW,nongrouped,set001,2,3.510808329702442,80.83429450211457,94.61745482506728,99.59630911188005,1.2443878404750544,1.6406211035086358,1e-14,1.2443884823318783,104.4993670128137,False
SCP,DMA2,HW,nongrouped,set001,3,3.5130093803907982,81.10342176086121,94.52133794694349,99.59630911188005,1.2350475586473906,1.6386560765996487,1e-13,1.2350540801322403,163.12770602022138,True
SCP,DMA2,HW,nongrouped,set001,4,3.5208544709422256,80.77662437524029,94.52133794694349,99.59630911188005,1.2545001710982706,1.6512396611846933,1e-12,1.2545647871192938,87.1333002583272,True
SCP,DMA2,HW,nongrouped,set001,5,3.5107825051473753,81.0073048827374,94.54056132256824,99.59630911188005,1.2391052012775237,1.6389985590079383,1.0000000000000001e-11,1.2396798333149381,97.51197586094811,False
SCP,DMA2,HW,nongrouped,set001,6,3.516031362139671,80.52672049211841,94.69434832756633,99.59630911188005,1.2632971500595636,1.6573872405029735,1e-10,1.268943240888622,92.77837493370743,False
SCP,DMA2,HW,nongrouped,set001,7,3.50988490859946,80.18069973087275,94.559784698193,99.59630911188005,1.2895747490144567,1.675702165626618,1e-09,1.3450816464323092,70.33433356713941,False
SCP,DMA2,HW,nongrouped,set001,8,3.4888821854066094,80.54594386774318,94.54056132256824,99.59630911188005,1.2543369928742485,1.6335196604923026,1e-08,1.6368369788944783,130.4746343215917,False
SCP,DMA2,HW,nongrouped,set001,9,3.4700557774081346,79.4886582083814,93.96386005382546,99.59630911188005,1.2817945749371105,1.671416789443998,1e-07,4.671227607803667,206.6717379775204,False
SCP,DMA2,HW,nongrouped,set001,10,3.2984160989140605,76.20146097654748,91.21491733948481,99.65397923875432,1.5151948344802346,1.8632996292644193,1e-06,34.45180107152172,95.75238268352352,False
SCP,DMA2,HW,nongrouped,set001,11,2.934718106317902,54.11380238369857,75.7208765859285,99.03883121876201,4.0565892238728285,4.163093414659689,9.999999999999999e-06,324.2276636061611,164.82557268232597,False
SCP,DMA2,HW,nongrouped,set001,12,8.3240418900766,31.93002691272587,40.830449826989614,66.99346405228758,40.478776531723426,40.9046089237953,0.0001,3141.3471915947307,147.27973286229962,False
SCP,DMA2,HW,nongrouped,set001,13,21.711050036200547,10.611303344867359,16.147635524798154,33.102652825836216,320.38778648037083,336.66333769830726,0.001,30369.64738294812,70.62759396438165,False
SCP,DMA2,HW,nongrouped,set001,14,59.1444091860249,5.786236063052672,7.324106113033449,11.937716262975778,2690.084126348507,2878.200038474657,0.01,295030.2447915826,145.81712700802353,False
SCP,DMA2,HW,nongrouped,set001,15,156.67729411345857,5.594002306805075,5.613225682429835,7.612456747404845,17606.73945975025,19219.06328592561,0.1,2891338.6760565876,142.8091158708706,False
SCP,DMA2,HW,grouped,set001,0,3.4196204141803435,78.56593617839293,93.77162629757785,99.63475586312957,1.303122574044083,1.7184460265421713,0.0,1.303122574044083,33.40149906762698,False
SCP,DMA2,HW,grouped,set001,1,3.4196204149845357,78.56593617839293,93.77162629757785,99.63475586312957,1.3031225735138314,1.7184460295531407,1e-15,1.3031225740802321,32.56768258258772,False
SCP,DMA2,HW,grouped,set001,2,3.4196204192639357,78.56593617839293,93.77162629757785,99.63475586312957,1.303122573164252,1.718446036141315,1e-14,1.3031225788282594,32.94511658939661,False
SCP,DMA2,HW,grouped,set001,3,3.4146749624911763,78.35447904652057,93.75240292195309,99.63475586312957,1.306216524345169,1.7109252416663727,1e-13,1.306216579608137,66.19772851692814,False
SCP,DMA2,HW,grouped,set001,4,3.408864430092322,78.35447904652057,93.90618992695117,99.63475586312957,1.3125194853418396,1.703399108512032,1e-12,1.3125200296075024,26.440898243032866,False
SCP,DMA2,HW,grouped,set001,5,3.419634633804492,78.56593617839293,93.77162629757785,99.63475586312957,1.303121776608934,1.7184545204713955,1.0000000000000001e-11,1.303127439661854,32.44114416710862,False
SCP,DMA2,HW,grouped,set001,6,3.419627507204993,78.58515955401768,93.75240292195309,99.63475586312957,1.3031731724706581,1.7180619166481281,1e-10,1.3032297550151983,33.08465219920278,False
SCP,DMA2,HW,grouped,set001,7,3.4196254413648575,78.56593617839293,93.77162629757785,99.63475586312957,1.3031226956806896,1.7184515926315582,1e-09,1.303688963886873,32.40964492840402,False
SCP,DMA2,HW,grouped,set001,8,3.4197546258153153,78.58515955401768,93.79084967320262,99.63475586312957,1.3032160492193339,1.7186281827073866,1e-08,1.3085583472180469,32.50117615862317,False
SCP,DMA2,HW,grouped,set001,9,3.422354701855568,78.54671280276817,93.75240292195309,99.63475586312957,1.3035818372877206,1.7221635786814622,1e-07,1.354438098934962,32.49680213162712,False
SCP,DMA2,HW,grouped,set001,10,3.4095966784876595,78.31603229527106,93.71395617070357,99.63475586312957,1.3194450286746848,1.7353093098270578,1e-06,1.7703585435510494,32.61303654217919,False
SCP,DMA2,HW,grouped,set001,11,3.2813912732098487,76.23990772779699,93.23337178008458,99.7116493656286,1.3946397963158292,1.783553988054911,9.999999999999999e-06,5.629469160399188,99.18204369322362,False
SCP,DMA2,HW,grouped,set001,12,2.611502827091357,67.8969627066513,87.35101883890812,99.7116493656286,2.4196617941666188,2.515095677689669,0.0001,41.52938098196707,100.24616657827656,False
SCP,DMA2,HW,grouped,set001,13,5.4492637082991,41.63783160322952,59.16955017301038,91.90695886197616,12.781144976392909,11.502436017640896,0.001,370.80239396745696,44.58588267496963,False
SCP,DMA2,HW,grouped,set001,14,17.35334125037697,7.074202229911572,10.419069588619761,31.564782775855438,215.50442286794274,223.05748636412164,0.01,3281.9543110758914,130.37787667014524,False
SCP,DMA2,HW,grouped,set001,15,36.632049937253846,5.786236063052672,6.055363321799308,14.782775855440217,1225.5135397003908,1270.2381683750664,0.1,28420.608022551583,97.78705669512257,False
