,,,,,maxerr,err050,err075,err200,err_train,err_val,regparams,objval,time
DMA2,DW,grouped,set005,13,3.2873474259434516,84.90965013456363,94.8481353325644,99.7116493656286,1.0445892229340632,1.397460369379315,0.001,1.1836040170486068,125.11671667133567
DMA2,DW,grouped,set005,14,2.9911370755658737,81.41099577085737,92.44521337946944,99.76931949250289,1.2532622403424554,1.5999108864605334,0.01,2.0700588207118074,61.35583835696704
DMA2,DW,grouped,set005,15,2.6289778044504715,63.03344867358708,77.47020376778163,99.61553248750481,3.096982855630516,3.794274351911487,0.1,6.307322360770077,36.819423766581195
DMA2,DW,grouped,set006,0,3.3942987125556527,85.39023452518262,95.00192233756248,99.63475586312957,1.0296344085887057,1.3941151143920811,0.0,1.0296344117086846,107.51828759492155
DMA2,DW,grouped,set006,1,3.3942987108027722,85.39023452518262,95.00192233756248,99.63475586312957,1.029634408603708,1.3941151142506287,1e-15,1.0296344117234306,107.2807047557541
DMA2,DW,grouped,set006,2,3.3942987137284604,85.39023452518262,95.00192233756248,99.63475586312957,1.0296344085978393,1.3941151144844819,1e-14,1.0296344117251781,106.01582556888776
DMA2,DW,grouped,set006,3,3.3942987119586405,85.39023452518262,95.00192233756248,99.63475586312957,1.0296344086073863,1.3941151143288202,1e-13,1.0296344117426526,109.20330565434121
DMA2,DW,grouped,set006,4,3.394298714574518,85.39023452518262,95.00192233756248,99.63475586312957,1.029634408612602,1.3941151144871515,1e-12,1.0296344119173966,107.16553291861179
DMA2,DW,grouped,set006,5,3.3942987110415572,85.39023452518262,95.00192233756248,99.63475586312957,1.029634408795624,1.3941151136970058,1.0000000000000001e-11,1.0296344138685634,106.69735107126895
DMA2,DW,grouped,set006,6,3.394298670850432,85.39023452518262,95.00192233756248,99.63475586312957,1.0296344106571318,1.3941151053548797,1e-10,1.0296344332201608,107.33848463398935
DMA2,DW,grouped,set006,7,3.394298299568703,85.39023452518262,95.00192233756248,99.63475586312957,1.0296344292799762,1.394115024258055,1e-09,1.0296346265469247,107.29318575005934
DMA2,DW,grouped,set006,8,3.394294594045377,85.39023452518262,95.00192233756248,99.63475586312957,1.0296346154421532,1.3941142143469616,1e-08,1.02963656017481,106.39152607976939
DMA2,DW,grouped,set006,9,3.3942575578939085,85.39023452518262,95.00192233756248,99.63475586312957,1.0296364767097075,1.3941061556689056,1e-07,1.0296558954361437,106.81612623844421
DMA2,DW,grouped,set006,10,3.3938970393349166,85.39023452518262,95.00192233756248,99.63475586312957,1.0296548242007144,1.394032800042731,1e-06,1.0298489545348177,106.85271725300082
DMA2,DW,grouped,set006,11,3.3718711831834014,85.37101114955786,94.92502883506344,99.63475586312957,1.0264174842440075,1.3899000129019552,9.999999999999999e-06,1.0284784769116366,133.19996450131836
DMA2,DW,grouped,set006,12,3.32032655000431,85.65936178392926,95.040369088812,99.7116493656286,1.0405714400729755,1.382371130164771,0.0001,1.0576382951610712,78.06996234145882
DMA2,DW,grouped,set006,13,3.3123502228509807,84.94809688581316,94.79046520569013,99.7116493656286,1.042425205627426,1.4030722805995262,0.001,1.1845356486176335,94.55865430057975
DMA2,DW,grouped,set006,14,2.9926739151139827,81.43021914648212,92.4644367550942,99.76931949250289,1.2527367473058717,1.5979987845778034,0.01,2.0697086173058716,56.548926806423125
DMA2,DW,grouped,set006,15,2.628237444979405,63.01422529796233,77.48942714340639,99.61553248750481,3.0973969975746813,3.7937202267834027,0.1,6.307377432138212,32.7630381739136
DMA2,DW,grouped,set007,0,3.2646211298386163,85.48635140330641,94.79046520569013,99.73087274125336,1.0441676748900168,1.386688768652456,0.0,1.0441676527698291,125.9227484533481
DMA2,DW,grouped,set007,1,3.2646211219539225,85.48635140330641,94.79046520569013,99.73087274125336,1.0441676700265317,1.3866887613898213,1e-15,1.044167647924209,125.45884826024383
DMA2,DW,grouped,set007,2,3.264621123924897,85.48635140330641,94.79046520569013,99.73087274125336,1.0441676711765757,1.3866887630312856,1e-14,1.044167649104422,123.88088224916225
DMA2,DW,grouped,set007,3,3.264621127344242,85.48635140330641,94.79046520569013,99.73087274125336,1.044167673275071,1.3866887663540337,1e-13,1.0441676512149782,127.78181269954644
DMA2,DW,grouped,set007,4,3.264621118633201,85.48635140330641,94.79046520569013,99.73087274125336,1.044167668803357,1.3866887599285265,1e-12,1.0441676468692391,124.58360474142631
DMA2,DW,grouped,set007,5,3.2646209830027715,85.48635140330641,94.79046520569013,99.73087274125336,1.0441675938558457,1.3866886515595607,1.0000000000000001e-11,1.0441675734349054,125.04457950100829
DMA2,DW,grouped,set007,6,3.264619708246755,85.48635140330641,94.79046520569013,99.73087274125336,1.0441668893147888,1.3866876428329995,1e-10,1.0441668839843516,124.00916379220013
DMA2,DW,grouped,set007,7,3.2646076608309755,85.48635140330641,94.79046520569013,99.73087274125336,1.0441599218915671,1.3866784319091567,1e-09,1.044160067387483,124.54663307835585
DMA2,DW,grouped,set007,8,3.2645473952830173,85.46712802768167,94.79046520569013,99.73087274125336,1.0440950049805182,1.386664237765728,1e-08,1.0440966600759523,125.25433479533727
DMA2,DW,grouped,set007,9,3.271300995181875,85.39023452518262,94.79046520569013,99.73087274125336,1.0430051191449812,1.388196361417802,1e-07,1.0430218775023241,124.24602211610635
DMA2,DW,grouped,set007,10,3.378343464422656,85.35178777393311,94.92502883506344,99.63475586312957,1.0255195212329982,1.3907924504574187,1e-06,1.0257364146097694,191.39942175641488
DMA2,DW,grouped,set007,11,3.3633317736217094,85.87081891580162,95.09803921568627,99.63475586312957,1.0377054679910804,1.3832006267109758,9.999999999999999e-06,1.0395421261445836,110.44147315251816
DMA2,DW,grouped,set007,12,3.3658479924285274,85.42868127643214,94.96347558631297,99.65397923875432,1.032321100723327,1.3910288353673088,0.0001,1.050656338713302,122.49228074752526
DMA2,DW,grouped,set007,13,3.308112589368548,85.00576701268743,94.73279507881584,99.7116493656286,1.0464893656694396,1.4048612194539265,0.001,1.1854720711767157,117.37644598319586
DMA2,DW,grouped,set007,14,2.993037401273682,81.41099577085737,92.4644367550942,99.76931949250289,1.2538880145850044,1.5989630546217817,0.01,2.0696369075959327,66.92012155090747
DMA2,DW,grouped,set007,15,2.6287838725223907,63.01422529796233,77.47020376778163,99.61553248750481,3.09760305846306,3.794688465880514,0.1,6.30732514141833,36.712092861129584
DMA2,DW,grouped,set008,0,3.379334680894104,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622885760149,1.3942059627842187,0.0,1.0321622910560109,112.6831909465531
DMA2,DW,grouped,set008,1,3.3793346579296326,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622882555659,1.3942059598463759,1e-15,1.0321622907215051,113.94533459645912
DMA2,DW,grouped,set008,2,3.379334669921519,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622884234887,1.3942059613812616,1e-14,1.0321622908832704,114.47761252119763
DMA2,DW,grouped,set008,3,3.3793346745805195,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622884874038,1.3942059619786726,1e-13,1.0321622909729735,113.38118227717628
DMA2,DW,grouped,set008,4,3.3793346648628813,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622883484687,1.394205960756089,1e-12,1.0321622910259916,114.46728026636842
DMA2,DW,grouped,set008,5,3.379334683691056,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622886295125,1.3942059634423185,1.0000000000000001e-11,1.032162292982261,113.48475203315492
DMA2,DW,grouped,set008,6,3.3793345439706286,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622868217275,1.3942059482821125,1e-10,1.0321623081211708,113.41829935653293
DMA2,DW,grouped,set008,7,3.3793333837272996,85.37101114955786,94.98269896193771,99.63475586312957,1.0321622720125687,1.394205826933121,1e-09,1.032162462755258,113.06848379998418
DMA2,DW,grouped,set008,8,3.379321841508599,85.37101114955786,94.98269896193771,99.63475586312957,1.0321621261845586,1.3942046217885378,1e-08,1.032164011226228,113.45736971876919
DMA2,DW,grouped,set008,9,3.3792060068132628,85.37101114955786,94.98269896193771,99.63475586312957,1.0321607983062044,1.39419257125092,1e-07,1.0321796256837559,113.75849092110525
DMA2,DW,grouped,set008,10,3.378012217444578,85.37101114955786,95.00192233756248,99.63475586312957,1.03216101409332,1.3940718185957193,1e-06,1.0323491442915085,113.38268605265353
DMA2,DW,grouped,set008,11,3.3749565127566967,85.35178777393311,95.00192233756248,99.63475586312957,1.0323350635827009,1.3944317815578913,9.999999999999999e-06,1.0342004161909004,113.48234967056796
DMA2,DW,grouped,set008,12,3.49427364469112,84.94809688581316,94.94425221068819,99.61553248750481,1.0969316039958195,1.4814021191588822,0.0001,1.1124115401067871,77.33308455743195
DMA2,DW,grouped,set008,13,3.3180857869099896,84.94809688581316,94.79046520569013,99.69242599000384,1.0422051525798217,1.4034335031891132,0.001,1.185392037239454,93.43385504990131
DMA2,DW,grouped,set008,14,2.9923816355371002,81.41099577085737,92.44521337946944,99.76931949250289,1.253240247923084,1.5995526975756909,0.01,2.0696348640964812,52.89951520776352
DMA2,DW,grouped,set008,15,2.6281207107261366,63.01422529796233,77.45098039215686,99.61553248750481,3.0990614534994227,3.795605817325869,0.1,6.307405728090744,32.58075073296224
DMA2,DW,grouped,set009,0,3.379069483195238,85.46712802768167,94.94425221068819,99.63475586312957,1.0264839637685712,1.3886599330219562,0.0,1.0264839605224552,133.80940244598747
DMA2,DW,grouped,set009,1,3.3790694746809464,85.46712802768167,94.94425221068819,99.63475586312957,1.0264839638740975,1.388659929320752,1e-15,1.0264839606099727,134.72629147839177
DMA2,DW,grouped,set009,2,3.379069474541751,85.46712802768167,94.94425221068819,99.63475586312957,1.02648396387177,1.3886599292302553,1e-14,1.0264839606263787,134.1846868096736
DMA2,DW,grouped,set009,3,3.379069486933517,85.46712802768167,94.94425221068819,99.63475586312957,1.0264839637375724,1.38865993471689,1e-13,1.026483960513953,133.83057078030808
DMA2,DW,grouped,set009,4,3.3790694794122516,85.46712802768167,94.94425221068819,99.63475586312957,1.0264839638238263,1.388659931421097,1e-12,1.0264839607866807,134.84342001997337
DMA2,DW,grouped,set009,5,3.3790694966260872,85.46712802768167,94.94425221068819,99.63475586312957,1.026483963645233,1.3886599389862018,1.0000000000000001e-11,1.0264839624371154,132.92512772040726
DMA2,DW,grouped,set009,6,3.379069649505439,85.46712802768167,94.94425221068819,99.63475586312957,1.0264839621964736,1.3886600077677167,1e-10,1.0264839795380964,134.82704956770732
DMA2,DW,grouped,set009,7,3.3790711101056417,85.46712802768167,94.94425221068819,99.63475586312957,1.026483948245843,1.3886606660561667,1e-09,1.0264841510141955,135.73200163379474
DMA2,DW,grouped,set009,8,3.3790860676461136,85.46712802768167,94.94425221068819,99.63475586312957,1.0264838076640432,1.3886677151030973,1e-08,1.0264858646279773,135.62626560284673
DMA2,DW,grouped,set009,9,3.3792539517330056,85.46712802768167,94.94425221068819,99.63475586312957,1.0264825562962105,1.3887798527602147,1e-07,1.0265031586702777,134.05745739623586
DMA2,DW,grouped,set009,10,3.3823175210548158,85.40945790080738,94.94425221068819,99.63475586312957,1.0264674136792815,1.3901888792683543,1e-06,1.0266743042742965,135.87469222001485
DMA2,DW,grouped,set009,11,3.374044634598107,85.4479046520569,94.98269896193771,99.63475586312957,1.031706380320749,1.390705796737491,9.999999999999999e-06,1.0335985174036575,116.70197145991536
DMA2,DW,grouped,set009,12,3.4176654660151655,85.62091503267973,95.1364859669358,99.63475586312957,1.0340024619663715,1.400413429154528,0.0001,1.052427970315861,108.48035319049747
DMA2,DW,grouped,set009,13,3.3237623569849575,84.9673202614379,94.7520184544406,99.69242599000384,1.0435384800886958,1.4057950972584137,0.001,1.185707086615915,118.2914416100149
DMA2,DW,grouped,set009,14,2.9898325826096652,81.41099577085737,92.44521337946944,99.76931949250289,1.254711403058983,1.5993691548655409,0.01,2.0697547775293357,67.46310125892012
DMA2,DW,grouped,set009,15,2.628725535746156,63.01422529796233,77.48942714340639,99.61553248750481,3.0976332809765634,3.7946196904985645,0.1,6.307326878929313,37.099907831736246
DMA2,DW,grouped,set010,0,3.3744941759323694,84.42906574394463,94.77124183006535,99.63475586312957,1.1106627705466279,1.465746147521954,0.0,1.1106627698318334,86.66272916430543
DMA2,DW,grouped,set010,1,3.3744941759919413,84.42906574394463,94.77124183006535,99.63475586312957,1.11066277053333,1.4657461475469091,1e-15,1.1106627697883154,86.7554996225592
DMA2,DW,grouped,set010,2,3.3744941758795903,84.42906574394463,94.77124183006535,99.63475586312957,1.1106627705529135,1.4657461474945086,1e-14,1.1106627698332097,87.0232110054467
DMA2,DW,grouped,set010,3,3.3744941764140464,84.42906574394463,94.77124183006535,99.63475586312957,1.110662770404991,1.4657461476661653,1e-13,1.110662769729181,86.61189163065119
DMA2,DW,grouped,set010,4,3.3744941821733363,84.42906574394463,94.77124183006535,99.63475586312957,1.1106627688309114,1.4657461495475812,1e-12,1.110662768281441,87.08261655222262
DMA2,DW,grouped,set010,5,3.374494239791119,84.42906574394463,94.77124183006535,99.63475586312957,1.1106627530856379,1.465746168374515,1.0000000000000001e-11,1.1106627537458331,87.18316720948285
DMA2,DW,grouped,set010,6,3.374494816757405,84.42906574394463,94.77124183006535,99.63475586312957,1.110662595471762,1.4657463569700717,1e-10,1.110662608477063,87.22502913671912
DMA2,DW,grouped,set010,7,3.3745005813268847,84.42906574394463,94.77124183006535,99.63475586312957,1.1106610197363669,1.4657482394862118,1e-09,1.11066115661869,88.80611817639424
DMA2,DW,grouped,set010,8,3.3745579773434002,84.42906574394463,94.77124183006535,99.63475586312957,1.11064525045969,1.4657668309562075,1e-08,1.1106466260165406,87.45327539492283
DMA2,DW,grouped,set010,9,3.375108626763989,84.42906574394463,94.7520184544406,99.63475586312957,1.110486411355179,1.4659309798726505,1e-07,1.1105001722430317,88.4089311261422
DMA2,DW,grouped,set010,10,3.379266874668204,84.46751249519416,94.77124183006535,99.63475586312957,1.108806808734519,1.4663213072409689,1e-06,1.1089443606078397,87.1758356624888
DMA2,DW,grouped,set010,11,3.367295532791914,85.27489427143406,94.94425221068819,99.65397923875432,1.0300820588615296,1.39095020447111,9.999999999999999e-06,1.0319471765825758,140.64642970940267
DMA2,DW,grouped,set010,12,3.3534230452325176,85.31334102268359,94.94425221068819,99.67320261437908,1.0306445998819198,1.3894952932709441,0.0001,1.0483718031410485,123.07052048338085
DMA2,DW,grouped,set010,13,3.3192944882282234,84.9673202614379,94.80968858131487,99.69242599000384,1.0439426280265336,1.4056834819660533,0.001,1.1845875122772982,110.50720388004868
DMA2,DW,grouped,set010,14,2.996722947893616,81.43021914648212,92.44521337946944,99.76931949250289,1.2529087718494865,1.600133165228797,0.01,2.06950348483971,70.17549051265657
DMA2,DW,grouped,set010,15,2.6289354438011543,63.03344867358708,77.47020376778163,99.61553248750481,3.0969738446396167,3.794207892959391,0.1,6.307322509696111,36.9436986632394
DMA2,DW,grouped,set011,0,3.382511558708657,85.33256439830834,94.96347558631297,99.63475586312957,1.02970537171063,1.391684622449817,0.0,1.0297053725080332,130.83866148585506
DMA2,DW,grouped,set011,1,3.3825115647294552,85.33256439830834,94.96347558631297,99.63475586312957,1.0297053715994418,1.3916846229676216,1e-15,1.0297053723918066,129.9705074386846
DMA2,DW,grouped,set011,2,3.3825115634051315,85.33256439830834,94.96347558631297,99.63475586312957,1.0297053716260811,1.3916846228478288,1e-14,1.02970537242261,129.73664939491854
DMA2,DW,grouped,set011,3,3.382511577850707,85.33256439830834,94.96347558631297,99.63475586312957,1.0297053713736408,1.3916846240480816,1e-13,1.0297053722067742,131.76896260449124
DMA2,DW,grouped,set011,4,3.3825116720470163,85.33256439830834,94.96347558631297,99.63475586312957,1.029705369785105,1.3916846317600386,1e-12,1.0297053708051163,130.10527925273138
DMA2,DW,grouped,set011,5,3.3825126922031217,85.33256439830834,94.96347558631297,99.63475586312957,1.0297053524768398,1.3916847154848981,1.0000000000000001e-11,1.02970535520238,129.51667775109436
DMA2,DW,grouped,set011,6,3.3825228197452617,85.33256439830834,94.96347558631297,99.63475586312957,1.0297051807161384,1.3916855460213435,1e-10,1.0297052004121505,131.43324472919426
DMA2,DW,grouped,set011,7,3.3826240776102168,85.35178777393311,94.96347558631297,99.63475586312957,1.0297034663641491,1.3916937911491478,1e-09,1.0297036560242514,130.5871182555178
DMA2,DW,grouped,set011,8,3.3836301251393053,85.35178777393311,94.96347558631297,99.63475586312957,1.0296867911207226,1.3917696455549409,1e-08,1.0296886826750715,130.7470718933842
DMA2,DW,grouped,set011,9,3.3960626400813823,85.35178777393311,95.00192233756248,99.63475586312957,1.0293791390355296,1.393043277632394,1e-07,1.0293984333927673,133.85550881800083
DMA2,DW,grouped,set011,10,3.385304024290974,85.48635140330641,94.92502883506344,99.63475586312957,1.0266718387567342,1.3922923320081866,1e-06,1.0268728397805538,153.8118283317972
DMA2,DW,grouped,set011,11,3.3822208543166425,85.5440215301807,95.040369088812,99.63475586312957,1.029613187052854,1.3894087113138562,9.999999999999999e-06,1.0315051207176897,131.2437018709516
DMA2,DW,grouped,set011,12,3.410260661966646,85.33256439830834,95.00192233756248,99.63475586312957,1.0687040102607384,1.430172634466567,0.0001,1.0831057775585782,93.96083084022813
DMA2,DW,grouped,set011,13,3.32338541327762,84.98654363706267,94.80968858131487,99.69242599000384,1.0431727576168037,1.4048557821279253,0.001,1.184460798909027,109.67464902282394
DMA2,DW,grouped,set011,14,2.9831532230523266,81.37254901960785,92.44521337946944,99.76931949250289,1.255914733170671,1.5998765516602782,0.01,2.069833180295357,60.411856559664514
DMA2,DW,grouped,set011,15,2.6286646838415777,63.01422529796233,77.48942714340639,99.61553248750481,3.0972782250058732,3.7940510491001915,0.1,6.307342298595058,37.446940377184184
DMA2,DW,grouped,set012,0,3.3807502009193655,85.37101114955786,94.92502883506344,99.63475586312957,1.0278067796641925,1.3906787151260804,0.0,1.0278067773469957,149.88599534240188
DMA2,DW,grouped,set012,1,3.3807502001586442,85.37101114955786,94.92502883506344,99.63475586312957,1.027806779664818,1.3906787151436737,1e-15,1.0278067773472004,150.7648819668836
DMA2,DW,grouped,set012,2,3.380750202499854,85.37101114955786,94.92502883506344,99.63475586312957,1.0278067796624295,1.3906787152797764,1e-14,1.0278067773344903,150.77407655312078
DMA2,DW,grouped,set012,3,3.380750208867326,85.37101114955786,94.92502883506344,99.63475586312957,1.0278067796515806,1.3906787158336438,1e-13,1.0278067773529094,150.56727149862175
DMA2,DW,grouped,set012,4,3.3807502729850967,85.37101114955786,94.92502883506344,99.63475586312957,1.0278067795271817,1.3906787229666744,1e-12,1.0278067774352366,152.02553766602583
DMA2,DW,grouped,set012,5,3.380750923057036,85.37101114955786,94.92502883506344,99.63475586312957,1.0278067783068987,1.39067879234138,1.0000000000000001e-11,1.0278067780402294,151.0440748209562
DMA2,DW,grouped,set012,6,3.3807574020041216,85.37101114955786,94.92502883506344,99.63475586312957,1.0278067661562926,1.3906794852913746,1e-10,1.027806784279324,151.079863052074
DMA2,DW,grouped,set012,7,3.3808219606709713,85.37101114955786,94.92502883506344,99.63475586312957,1.0278066488823816,1.390686428272526,1e-09,1.027806851209501,150.80535602397657
DMA2,DW,grouped,set012,8,3.3814426287279105,85.35178777393311,94.94425221068819,99.63475586312957,1.027805888136715,1.3907564549393947,1e-08,1.027807932833075,150.65866563449617
DMA2,DW,grouped,set012,9,3.3853593377906464,85.35178777393311,94.94425221068819,99.63475586312957,1.0278231320407025,1.391074549840624,1e-07,1.0278435776782877,149.98744800833148
DMA2,DW,grouped,set012,10,3.3856978009133485,85.39023452518262,94.90580545943868,99.63475586312957,1.0278571467918476,1.3931242066940634,1e-06,1.0280613562420882,131.0730280589278
DMA2,DW,grouped,set012,11,3.3755234515374894,85.37101114955786,94.96347558631297,99.63475586312957,1.0296614287301304,1.388336157644318,9.999999999999999e-06,1.0316315557071736,147.07727122062002
DMA2,DW,grouped,set012,12,3.3826554619442675,85.4479046520569,94.90580545943868,99.63475586312957,1.030725852627031,1.3956043227791353,0.0001,1.04917984744736,137.41867615579216
DMA2,DW,grouped,set012,13,3.3073758389890173,84.92887351018838,94.73279507881584,99.7116493656286,1.0440748845662737,1.4050668717713601,0.001,1.1880432595146404,100.38979733674348
DMA2,DW,grouped,set012,14,2.99269788738755,81.35332564398308,92.44521337946944,99.76931949250289,1.254510351282737,1.601579435696925,0.01,2.0700028705196836,63.17063959642704
DMA2,DW,grouped,set012,15,2.6287408386559292,63.01422529796233,77.47020376778163,99.61553248750481,3.0978957029367047,3.794903326062182,0.1,6.307331070383985,36.81802520406396
DMA2,DW,grouped,set013,0,3.4019771341712612,85.52479815455594,95.02114571318724,99.63475586312957,1.0261440903129055,1.3919356798458724,0.0,1.026144091214519,127.47150204331267
DMA2,DW,grouped,set013,1,3.401977133445314,85.52479815455594,95.02114571318724,99.63475586312957,1.0261440902819325,1.3919356792791908,1e-15,1.0261440912001787,127.29624590749386
DMA2,DW,grouped,set013,2,3.401977307740836,85.52479815455594,95.02114571318724,99.63475586312957,1.0261440930972954,1.391935789841044,1e-14,1.02614409399605,127.22719241782376
DMA2,DW,grouped,set013,3,3.401977129804095,85.52479815455594,95.02114571318724,99.63475586312957,1.0261440901982641,1.39193567683899,1e-13,1.0261440911047028,127.67864369374475
DMA2,DW,grouped,set013,4,3.4019770889607344,85.52479815455594,95.02114571318724,99.63475586312957,1.0261440892702105,1.3919356490753196,1e-12,1.0261440903928443,127.0434585125197
DMA2,DW,grouped,set013,5,3.4019763618665024,85.52479815455594,95.02114571318724,99.63475586312957,1.0261440744656325,1.3919351668623896,1.0000000000000001e-11,1.0261440774680421,127.3663818931062
DMA2,DW,grouped,set013,6,3.401968210021252,85.52479815455594,95.02114571318724,99.63475586312957,1.0261439100708802,1.3919297385920635,1e-10,1.026143932139892,127.01962307243228
DMA2,DW,grouped,set013,7,3.4018887272511193,85.52479815455594,95.02114571318724,99.63475586312957,1.0261420585761587,1.391871634358151,1e-09,1.02614227097341,125.94182236545251
DMA2,DW,grouped,set013,8,3.4009442417815166,85.52479815455594,95.05959246443676,99.63475586312957,1.026086997247693,1.3907361350679313,1e-08,1.0260891117879138,127.3955301599793
DMA2,DW,grouped,set013,9,3.3881716629545906,85.35178777393311,94.94425221068819,99.63475586312957,1.027397464668736,1.3943925099515166,1e-07,1.0274178055849459,121.21510789674588
DMA2,DW,grouped,set013,10,3.4016226072817233,85.33256439830834,95.05959246443676,99.63475586312957,1.0259779794142778,1.3896245723466303,1e-06,1.0261948230980176,123.18204707638418
DMA2,DW,grouped,set013,11,3.400440796579531,85.40945790080738,95.00192233756248,99.63475586312957,1.0253187511867528,1.3912703020776105,9.999999999999999e-06,1.0274227254790567,127.09571471035429
DMA2,DW,grouped,set013,12,3.348010732721363,85.2556708958093,94.98269896193771,99.67320261437908,1.0292381124464565,1.3892860148927542,0.0001,1.0474816772438449,103.50903313139003
DMA2,DW,grouped,set013,13,3.3116118203003424,84.98654363706267,94.7520184544406,99.7116493656286,1.0435799864501907,1.4085485580705965,0.001,1.1853950429934361,95.87219833070657
DMA2,DW,grouped,set013,14,2.991087180800278,81.35332564398308,92.44521337946944,99.76931949250289,1.25506022779096,1.6009032448654548,0.01,2.0698140608718902,59.925697837788135
DMA2,DW,grouped,set013,15,2.6291039424536393,63.01422529796233,77.48942714340639,99.61553248750481,3.0948784177841464,3.791337821859212,0.1,6.30747425167095,32.96708331283962
DMA2,DW,grouped,set014,0,3.404725853893197,85.5440215301807,95.00192233756248,99.63475586312957,1.0310829377401158,1.394325812190485,0.0,1.0310829403606476,116.95536960329154
DMA2,DW,grouped,set014,1,3.4047258546632406,85.5440215301807,95.00192233756248,99.63475586312957,1.0310829378005377,1.3943258121654616,1e-15,1.031082940448152,116.71549602992154
DMA2,DW,grouped,set014,2,3.4047258533201585,85.5440215301807,95.00192233756248,99.63475586312957,1.0310829376879027,1.3943258122349131,1e-14,1.0310829403480246,117.35815689134196
DMA2,DW,grouped,set014,3,3.404725853613215,85.5440215301807,95.00192233756248,99.63475586312957,1.0310829377115158,1.394325812225856,1e-13,1.0310829403508321,117.20546380310635
DMA2,DW,grouped,set014,4,3.4047258539001035,85.5440215301807,95.00192233756248,99.63475586312957,1.031082937743177,1.3943258122090294,1e-12,1.0310829406117397,117.828454117954
DMA2,DW,grouped,set014,5,3.404725858977528,85.5440215301807,95.00192233756248,99.63475586312957,1.0310829382875695,1.3943258117728525,1.0000000000000001e-11,1.03108294288612,117.3761222181116
DMA2,DW,grouped,set014,6,3.4047259043774574,85.5440215301807,95.00192233756248,99.63475586312957,1.031082943096787,1.3943258083451737,1e-10,1.03108296503329,117.98411669229273
DMA2,DW,grouped,set014,7,3.4047263608310203,85.5440215301807,95.00192233756248,99.63475586312957,1.031082991557371,1.3943257733592378,1e-09,1.0310831871013064,118.86683503591568
DMA2,DW,grouped,set014,8,3.4047309065842484,85.5440215301807,95.00192233756248,99.63475586312957,1.0310834749905362,1.394325422537021,1e-08,1.0310854064549562,117.62380379066043
DMA2,DW,grouped,set014,9,3.40477449902086,85.5440215301807,95.00192233756248,99.63475586312957,1.0310881831934888,1.394321855284733,1e-07,1.0311074707425059,118.08363361083607
DMA2,DW,grouped,set014,10,3.404600629737331,85.5440215301807,95.00192233756248,99.63475586312957,1.0310699740310882,1.3946001136101154,1e-06,1.0312621924975698,118.12458283702897
DMA2,DW,grouped,set014,11,3.376391178186509,85.42868127643214,94.96347558631297,99.63475586312957,1.0303680261239279,1.3908304866572239,9.999999999999999e-06,1.032294821942988,120.61651586855223
DMA2,DW,grouped,set014,12,3.3886383567311924,85.42868127643214,94.96347558631297,99.63475586312957,1.0304167515488967,1.3955110415000593,0.0001,1.0489457564131972,114.64212880889092
DMA2,DW,grouped,set014,13,3.3617830357459013,85.52479815455594,95.11726259131103,99.63475586312957,1.039558525973754,1.3784830657319709,0.001,1.198379701238286,77.2452736499274
DMA2,DW,grouped,set014,14,2.977739570897114,81.46866589773164,92.42599000384467,99.76931949250289,1.256638738536611,1.598674523069829,0.01,2.070227560809524,60.40569689685922
DMA2,DW,grouped,set014,15,2.6287850796899335,63.01422529796233,77.48942714340639,99.61553248750481,3.097813901945327,3.7948569588929804,0.1,6.3073293408922115,37.03882529302451
DMA2,DW,grouped,set015,0,3.3856786417868108,85.42868127643214,94.98269896193771,99.63475586312957,1.0259426468488158,1.3898671331192147,0.0,1.0259426439151866,119.53378469408048
DMA2,DW,grouped,set015,1,3.3856786441649405,85.42868127643214,94.98269896193771,99.63475586312957,1.025942646775137,1.3898671322362164,1e-15,1.0259426438135286,120.04099370646867
DMA2,DW,grouped,set015,2,3.3856786448105964,85.42868127643214,94.98269896193771,99.63475586312957,1.0259426467517134,1.3898671319759335,1e-14,1.025942643800826,119.87904743778643
DMA2,DW,grouped,set015,3,3.3856786506116663,85.42868127643214,94.98269896193771,99.63475586312957,1.025942646575062,1.3898671298616458,1e-13,1.0259426436155907,120.2079978957408
DMA2,DW,grouped,set015,4,3.385678724788505,85.42868127643214,94.98269896193771,99.63475586312957,1.0259426443268187,1.3898671028712797,1e-12,1.0259426415740642,119.36657606661777
DMA2,DW,grouped,set015,5,3.385679479064791,85.42868127643214,94.98269896193771,99.63475586312957,1.0259426213522762,1.3898668272668626,1.0000000000000001e-11,1.0259426204457582,120.279863052074
DMA2,DW,grouped,set015,6,3.3856869341243225,85.42868127643214,94.98269896193771,99.63475586312957,1.025942391828758,1.38986402530075,1e-10,1.0259424093959164,121.11638264157237
DMA2,DW,grouped,set015,7,3.385752964733342,85.4479046520569,94.98269896193771,99.63475586312957,1.0259401123837415,1.3898341228005193,1e-09,1.0259403149147526,120.27293054447706
DMA2,DW,grouped,set015,8,3.385728067558915,85.4479046520569,95.02114571318724,99.63475586312957,1.0258851225667824,1.388509816050393,1e-08,1.0258871772848261,120.31014684906431
