,DMA1,DMA1,DMA1,DMA1,DMA2,DMA2,DMA2,DMA2
,DW,DW,HW,HW,DW,DW,HW,HW
,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped
42,3.224065953519176,2.646082444584394,3.4983779701332574,3.068144891862309,1.3879074398732936,1.3530617605462951,1.738728424328246,1.6597164143525422
43,3.2241142431586596,2.646109282124279,3.4990145252413014,3.06830108844318,1.3880027106571764,1.353065221200619,1.7388121604129152,1.6603362246624032
44,3.226532220470106,2.646162167371374,3.4995008324594052,3.071084138171234,1.3880058815811345,1.3532838723148062,1.7388145412216405,1.6605035161259423
45,3.22798077468739,2.646471838491595,3.501129881126452,3.071438000068045,1.3881032426085806,1.3535042609887475,1.738888460176606,1.6606246409788603
46,3.230756573101774,2.6469306030407305,3.5013743616528687,3.072654188770258,1.3881242830436797,1.3536196623186154,1.7390507288083872,1.6610157816807731
47,3.230868069317596,2.6470006386676177,3.5015790515307352,3.07447978892518,1.3881689128765011,1.3536722476102176,1.7393512879203852,1.6617615481156032
48,3.230949690814255,2.6470120888921054,3.501881960738688,3.0748950303610267,1.3881910021835662,1.3537011816884923,1.7393676200014239,1.6617690447975217
49,3.231401884999613,2.6471420313705374,3.5022451664687657,3.075903757953845,1.3881932454748542,1.353807346103595,1.7393750325127952,1.6618716815760357
50,3.2337098510549103,2.647158703184785,3.5025518668759146,3.077886281406948,1.3882535261672901,1.3542090478357849,1.7394253686274788,1.661891743197612
51,3.2339322759355835,2.6474085155641105,3.502786007355139,3.078079050983336,1.3882600606545334,1.3542276192512064,1.7397481798604932,1.6622336630738102
52,3.234124567598671,2.6476154252761743,3.5028478287537355,3.0783912187944593,1.3882856667073156,1.3542656287709935,1.7400567063941927,1.6622411541769617
53,3.234294636883791,2.64858554930406,3.502865725128994,3.0802431120349767,1.3883151639271003,1.354319612864232,1.7402813791969676,1.6622843601048296
54,3.2348563440320928,2.6489273706047842,3.5029064762301743,3.081205253399419,1.388336157644318,1.3543209594873,1.7403112852963278,1.6634805673964872
55,3.2354678626352813,2.6492444296486517,3.5029889581294475,3.0824760435646756,1.3883594246292326,1.354343489759423,1.74064182339342,1.6644728627850627
56,3.2359895955477507,2.649754541854517,3.503334235876835,3.0843955132994547,1.3885959296627561,1.3543557697387734,1.7407192312207165,1.6648285676685626
57,3.2362960893544948,2.651113663159083,3.503752545730784,3.0847914573011157,1.3886328232398542,1.3543602413016933,1.7410769794396495,1.664877383046453
58,3.2376233358014956,2.6513691226214355,3.503860785397383,3.087998643123067,1.3886599292302553,1.3543663573957796,1.7415174825897144,1.665237594640072
59,3.2391682431102913,2.651430613070702,3.5043666682770955,3.0882719251507216,1.3888181530532504,1.354487060470541,1.7417863122460282,1.6653537442890427
60,3.2402174266677672,2.6517411034771627,3.5046859080085104,3.0891055479126446,1.3888585132985802,1.3545082878988486,1.7422200505905812,1.6655351604135822
61,3.2420317945268646,2.6519150306654136,3.5047527839185575,3.090072994499498,1.3890607399220276,1.3546756254527532,1.7424270951230292,1.6656036670727288
62,3.244265779456801,2.6522164070429888,3.505280770697716,3.090512570686221,1.3890647565472407,1.3546861341680492,1.7427449501420682,1.665905577573665
63,3.2456176823438025,2.652294458419398,3.5055779458587493,3.0905867370714306,1.3892860148927542,1.3547061918247656,1.7428452860271981,1.6660108575545642
64,3.2500236152108157,2.652324391193883,3.506253005355747,3.09150048686651,1.3893138968097996,1.354804879449187,1.7437181072836918,1.6675714725884991
65,3.2523175273328,2.6527100937671055,3.5082950102821124,3.091555093936102,1.3894087113138562,1.355097611949669,1.7447880931773945,1.6679138642509999
66,3.2687114732938496,2.6527757233732823,3.508520073628029,3.0968728974820463,1.3894161036555488,1.3552463114080209,1.745287935861057,1.6686452783082115
67,3.277861458375069,2.652831290859075,3.5086696875337777,3.0998247241666768,1.3894952932709441,1.3553577223212097,1.7459818409761159,1.6689884503906431
68,3.279701657306522,2.6529439638429606,3.5086860158977204,3.1019102223402264,1.3895255747603261,1.3554084899163477,1.746363878136464,1.6693946077259207
69,3.2869045175076517,2.653624090148403,3.509172400859883,3.102091826215825,1.3896462445719195,1.355488162834133,1.7464157627205361,1.6700575248912468
70,3.292641786213672,2.653794824254817,3.5093003925410113,3.103246535756452,1.3897647313484796,1.3558679751743903,1.7465172520579118,1.6700865524680066
71,3.2954639603848173,2.6548928565841154,3.5096885386834415,3.1040947530031784,1.3898934828604026,1.3559856217666186,1.7472381372096137,1.6702963434969686
72,3.301388231766792,2.6553417476516046,3.5099795413556034,3.104176168115287,1.3899592140772874,1.3563861687649932,1.7474593831024445,1.6703781259677979
73,3.3018264236797745,2.6554408244991663,3.5099826668272707,3.1042287944607225,1.3900945202268027,1.3564707091171968,1.7476149213317123,1.6707995902454578
74,3.3036072545499047,2.6554937432176713,3.5104011325038385,3.105175565053785,1.3903008765172162,1.3565895141957611,1.747738050420176,1.6714452423816024
75,3.3044316019834254,2.655884858354228,3.510948776131081,3.106547278474508,1.390311628770675,1.3566098583628758,1.7479214034490231,1.6720595777364355
76,3.3059980284471786,2.6560532408740043,3.5109813541628734,3.114807588858543,1.390324212851017,1.3566236869742767,1.7481828155099919,1.6723790243571448
77,3.3060630426821787,2.6561015391570058,3.511601444556171,3.116696866993758,1.3903881553939752,1.356703412728873,1.7485881065493343,1.672589278642993
78,3.306930460956675,2.657506581382533,3.5124911385088686,3.117354917395554,1.3904275455239954,1.3567119574887154,1.7492037933844957,1.6732841675707235
79,3.3082213602069275,2.6576726904621415,3.514092795856129,3.1197398081879686,1.3907014111191522,1.3567148838408538,1.7492854428729268,1.674072978027299
80,3.3110924407435056,2.658129692347544,3.5150343365561714,3.1207408447863165,1.3910850095658902,1.3567163355190068,1.7495685885094223,1.6746176311932957
81,3.3117853712983174,2.658426849307133,3.515075831027586,3.1209809847922707,1.391089796469806,1.356773982933921,1.7496330179906885,1.6751097033205384
82,3.314646291036156,2.6584533483137984,3.5157613599151314,3.1231451372619583,1.3913208117666684,1.35692213672936,1.7496958370084819,1.6768077805472719
83,3.3159588201591514,2.658857021544706,3.5161372532785187,3.123163569701735,1.3917842905442217,1.3569804617568988,1.7499437340361543,1.6787248273718363
84,3.317199019914407,2.659486218076607,3.516270622587872,3.126821352619046,1.3917973101412535,1.3570093873817979,1.7499742544358217,1.6797614107634147
85,3.318379696933207,2.659752235941457,3.5166275214602956,3.1288008537702394,1.3918352785953292,1.3570359333127198,1.7500848029788236,1.681725032036231
86,3.326345429149757,2.6601978191701896,3.517183885859273,3.129630978474947,1.392137931267236,1.3571441762581924,1.7502297162740001,1.6819331991680753
87,3.3291853976055825,2.6610083874300283,3.51809626209043,3.1322152912016326,1.3921384814287172,1.3575226140068286,1.7502561758054966,1.682665481820954
88,3.3302765258419313,2.661443974661872,3.5190917419853487,3.133517684759625,1.392166566555419,1.358269727882459,1.7502916537068978,1.6828328024146175
89,3.3407265352667554,2.66151122006562,3.5200382219844957,3.145143582181858,1.3922236800975634,1.358970870912485,1.7512736734117536,1.6829495197134838
90,3.3435089517197496,2.661729820401727,3.5204778796989373,3.154432402820636,1.3922870489568187,1.3592591286214788,1.7516059234883388,1.6829511208881638
91,3.351055191090839,2.662349401452446,3.5215548403010497,3.1624334613398855,1.3923242223720576,1.360415032325456,1.7516989296086412,1.6832222591118398
92,3.36289774744265,2.6627805819410915,3.5238104615283192,3.169964176091576,1.3931163836619391,1.3609182856231594,1.751954119543334,1.686015121458586
93,3.365595992842296,2.663016809742393,3.52690832359439,3.201473516511846,1.3932520390300451,1.3621462042272918,1.7525682101034297,1.6871602298293966
94,3.3777434149846233,2.6637534359177066,3.5271257306835695,3.2218858516526123,1.3934144137892057,1.364228765513466,1.7527957855423129,1.688177631893753
95,3.381733789957248,2.6782365215663546,3.5279278847455373,3.230397877013336,1.3936221198912369,1.3663761751817907,1.7531467489919856,1.6922025482780259
96,3.3859751869610792,2.678827493994011,3.528838894515289,3.2331485953652583,1.3940718185957193,1.3682393093734602,1.7541026615004656,1.6926900780315108
97,3.403608989301307,2.6879392588147706,3.5463677161784237,3.242628660989823,1.394288583714143,1.3696695426872723,1.755904310243538,1.7086725192636854
98,3.4049893670042946,2.6890899976227667,3.553283729554594,3.368626405795097,1.3948910456227148,1.3702981402569776,1.7568057738062968,1.7201579895652623
99,4.953110056301841,2.694471337733399,3.5854577602299256,6.005211986362318,1.4055960978798,1.3717085301545104,1.7610031000349853,1.7670567751219433
